deal_id,date,group,store,source,lead_type,new_used,make,model,model_year,sale_price,front_gross,back_gross,fi_products,salesperson_id,days_to_close
D190240,2024-11-06,Harbor Motor Group,Harbor Subaru Tidewater,Service Conquest,service,used,Subaru,Impreza,2023,22851,1014,308,2,SP277,2
D190590,2024-11-06,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,new,Subaru,WRX,2024,49137,3079,898,1,SP108,18
D190597,2024-11-06,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,new,Subaru,Outback,2024,39646,2330,1216,0,SP803,25
D191108,2024-11-06,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,new,Subaru,Ascent,2024,38795,2712,1409,1,SP762,20
D160171,2024-11-06,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,used,Toyota,Highlander,2023,31017,1633,682,0,SP817,40
D161397,2024-11-06,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,new,Toyota,Camry,2024,35394,2528,1188,2,SP858,4
D162166,2024-11-06,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,new,Toyota,Tundra,2024,33365,3045,1867,0,SP151,20
D162193,2024-11-06,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,used,Toyota,Tacoma,2017,18191,3363,540,3,SP652,32
D162203,2024-11-06,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,used,Honda,CR-V,2023,24447,3354,671,3,SP397,18
D163504,2024-11-06,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,new,Toyota,Tacoma,2024,39481,1038,442,2,SP151,34
D164617,2024-11-06,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,new,Toyota,RAV4,2024,44768,2692,1464,0,SP192,5
D164626,2024-11-06,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,new,Toyota,RAV4,2024,29703,2596,1081,2,SP652,32
D166788,2024-11-06,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,used,Toyota,Tundra,2022,23131,2127,510,2,SP122,41
D156832,2024-11-06,Summit Auto Group,Summit BMW,Lease Return,campaign,new,BMW,3 Series,2024,49058,1929,1537,1,SP546,35
D157862,2024-11-06,Summit Auto Group,Summit BMW,Walk-In,showroom,new,BMW,X1,2024,69489,4663,1723,1,SP645,21
D157879,2024-11-06,Summit Auto Group,Summit BMW,Walk-In,showroom,used,Nissan,Rogue,2020,38510,4801,2420,0,SP476,19
D158794,2024-11-06,Summit Auto Group,Summit BMW,Inbound Phone,phone,new,BMW,X1,2024,53781,2945,814,1,SP106,38
D120415,2024-11-06,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,new,Chevrolet,Trax,2024,33821,2480,1093,3,SP723,25
D120421,2024-11-06,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,used,Chevrolet,Tahoe,2018,18232,1566,1042,3,SP238,1
D121957,2024-11-06,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,new,Chevrolet,Silverado,2024,34513,1680,1276,1,SP243,17
D121965,2024-11-06,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,used,Chevrolet,Malibu,2019,28691,2476,1168,1,SP308,32
D123937,2024-11-06,Summit Auto Group,Summit Chevrolet Glenpark,Walk In,showroom,new,Chevrolet,Malibu,2024,44156,3934,1640,0,SP682,6
D124775,2024-11-06,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,new,Chevrolet,Trax,2024,44925,2504,463,2,SP243,12
D119042,2024-11-06,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,new,Ford,Explorer,2024,45352,2404,1098,3,SP380,30
D119043,2024-11-06,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,new,Ford,Mustang,2024,29069,1950,1351,2,SP800,19
D119052,2024-11-06,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,new,Ford,F-150,2024,40530,2817,588,3,SP421,5
D107542,2024-11-06,Summit Auto Group,Summit Honda Westland,auto trader,internet,used,Kia,K5,2022,22482,2260,1213,1,SP828,19
D109362,2024-11-06,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,used,Honda,Civic,2018,18164,2041,1216,2,SP997,26
D109363,2024-11-06,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,used,Honda,CR-V,2017,26067,3019,603,1,SP873,35
D112977,2024-11-06,Summit Auto Group,Summit Honda Westland,Website Chat,chat,new,Honda,Accord,2024,42379,1505,1098,0,SP832,32
D130702,2024-11-06,Summit Auto Group,Summit Hyundai Oakhurst,ATC,internet,new,Hyundai,Santa Fe,2024,42680,2468,817,2,SP134,8
D131587,2024-11-06,Summit Auto Group,Summit Hyundai Oakhurst,Website,internet,used,Hyundai,Santa Fe,2017,22887,2959,1826,2,SP134,34
D132648,2024-11-06,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,used,Subaru,Ascent,2023,30584,3774,1540,0,SP468,4
D134528,2024-11-06,Summit Auto Group,Summit Hyundai Oakhurst,Live Chat,chat,used,Hyundai,Elantra,2019,22979,1734,600,2,SP948,6
D147357,2024-11-06,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,new,Jeep Ram,Ram 2500,2024,35386,3279,1223,0,SP672,25
D148283,2024-11-06,Summit Auto Group,Summit Jeep Ram Clearwater,Lease Return,campaign,new,Jeep Ram,Gladiator,2024,30453,986,368,3,SP426,3
D149138,2024-11-06,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,new,Jeep Ram,Compass,2024,43924,2229,1542,0,SP882,27
D149924,2024-11-06,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,new,Jeep Ram,Grand Cherokee,2024,44992,2865,570,2,SP397,16
D149931,2024-11-06,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,used,Jeep Ram,Ram 1500,2021,18419,2740,1646,2,SP257,23
D135366,2024-11-06,Summit Auto Group,Summit Kia Brookfield,CARS,internet,used,Ford,F-150,2017,22529,2624,1455,1,SP254,45
D136141,2024-11-06,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,new,Kia,Forte,2024,44631,1766,620,1,SP734,43
D136163,2024-11-06,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,used,Chevrolet,Malibu,2022,25275,2823,1621,0,SP669,9
D136168,2024-11-06,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,used,Kia,Sportage,2022,24540,2668,1664,1,SP985,32
D137261,2024-11-06,Summit Auto Group,Summit Kia Brookfield,Direct Mail Q1,campaign,new,Kia,Seltos,2024,37740,1693,605,2,SP295,11
D138977,2024-11-06,Summit Auto Group,Summit Mazda Lakeside,AutoTrader.com,internet,used,Chevrolet,Silverado,2023,21751,1958,1128,0,SP882,5
D139893,2024-11-06,Summit Auto Group,Summit Mazda Lakeside,Dealer Website,internet,used,Chevrolet,Equinox,2017,30682,2331,1080,2,SP882,16
D140802,2024-11-06,Summit Auto Group,Summit Mazda Lakeside,Direct Mail,campaign,new,Mazda,CX-30,2024,40619,2517,1183,0,SP882,44
D126009,2024-11-06,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,used,Subaru,Ascent,2018,18995,3084,1318,1,SP982,39
D127359,2024-11-06,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,new,Nissan,Altima,2024,40813,2796,1371,3,SP246,1
D127361,2024-11-06,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,used,BMW,3 Series,2019,26139,2247,1144,0,SP497,27
D128982,2024-11-06,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,new,Nissan,Altima,2024,29345,2829,1005,2,SP743,7
D128992,2024-11-06,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,new,Nissan,Frontier,2024,38730,2827,1229,1,SP332,20
D129672,2024-11-06,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,new,Nissan,Frontier,2024,47923,3071,1624,1,SP788,22
D142198,2024-11-06,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,used,Hyundai,Santa Fe,2023,30116,1921,447,1,SP507,45
D143287,2024-11-06,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,new,Subaru,Forester,2024,35358,2685,1138,2,SP552,19
D143294,2024-11-06,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,used,Subaru,Outback,2019,18914,3274,1319,2,SP552,33
D143295,2024-11-06,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,used,Subaru,Ascent,2018,22584,1968,910,3,SP302,18
D143958,2024-11-06,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,new,Subaru,Impreza,2024,34569,1627,870,0,SP552,42
D144270,2024-11-06,Summit Auto Group,Summit Subaru Northgate,Direct Mail Q1,campaign,used,Subaru,WRX,2022,28492,2170,1010,0,SP552,3
D144480,2024-11-06,Summit Auto Group,Summit Subaru Northgate,Walk-In,showroom,used,Subaru,Ascent,2023,29517,2840,616,3,SP261,38
D144482,2024-11-06,Summit Auto Group,Summit Subaru Northgate,Walk-In,showroom,used,Jeep Ram,Grand Cherokee,2022,30315,3016,816,1,SP548,35
D145002,2024-11-06,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,new,Subaru,Outback,2024,30886,3009,1397,0,SP548,40
D145340,2024-11-06,Summit Auto Group,Summit Subaru Northgate,Website Chat,chat,used,Subaru,Impreza,2023,18783,2191,441,1,SP338,4
D145437,2024-11-06,Summit Auto Group,Summit Subaru Northgate,Facebook Marketplace,internet,new,Subaru,Forester,2024,31377,1930,1150,0,SP552,18
D100318,2024-11-06,Summit Auto Group,Summit Toyota of Fairview,auto trader,internet,used,Nissan,Frontier,2017,22560,1830,1128,1,SP685,8
D102439,2024-11-06,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,new,Toyota,RAV4,2024,35353,2559,1064,2,SP184,17
D102459,2024-11-06,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,new,Toyota,Highlander,2024,29362,2558,1323,2,SP353,24
D103772,2024-11-06,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,new,Toyota,Tacoma,2024,34445,1284,390,0,SP874,7
D104178,2024-11-06,Summit Auto Group,Summit Toyota of Fairview,Svc Conquest,service,used,Honda,Accord,2019,30924,2049,984,2,SP184,20
D104889,2024-11-06,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,used,Subaru,Crosstrek,2022,28728,2579,954,3,SP143,8
D106902,2024-11-06,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,new,Toyota,Camry,2024,36414,1352,748,1,SP809,3
D152716,2024-11-06,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,new,Volkswagen,Golf GTI,2024,30211,2585,1436,1,SP469,31
D152726,2024-11-06,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,used,Kia,Forte,2019,20895,3136,1175,3,SP593,15
D153171,2024-11-06,Summit Auto Group,Summit Volkswagen Eastdale,Phone Up,phone,new,Volkswagen,Jetta,2024,36940,3292,577,2,SP469,4
D198318,2024-11-07,Harbor Motor Group,Harbor BMW,Dealer Website,internet,new,BMW,i4,2024,60847,3875,2078,0,SP460,3
D198322,2024-11-07,Harbor Motor Group,Harbor BMW,Dealer Website,internet,new,BMW,X1,2024,73542,3871,780,2,SP839,4
D198344,2024-11-07,Harbor Motor Group,Harbor BMW,Dealer Website,internet,used,BMW,X5,2019,46431,2843,1930,1,SP481,43
D199378,2024-11-07,Harbor Motor Group,Harbor BMW,Lease Retention,campaign,used,Toyota,Camry,2021,49361,2333,1204,2,SP226,25
D199689,2024-11-07,Harbor Motor Group,Harbor BMW,Svc Conquest,service,new,BMW,X1,2024,75159,2357,1178,1,SP440,29
D200289,2024-11-07,Harbor Motor Group,Harbor BMW,Walk In,showroom,new,BMW,X5,2024,74128,5062,2517,2,SP670,16
D201121,2024-11-07,Harbor Motor Group,Harbor BMW,Phone Up,phone,new,BMW,X3,2024,68479,4861,2367,0,SP715,19
D180220,2024-11-07,Harbor Motor Group,Harbor Chevrolet Marina,Car Gurus,internet,new,Chevrolet,Silverado,2024,40709,2034,1111,3,SP374,10
D180823,2024-11-07,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,new,Chevrolet,Trax,2024,32919,2825,536,1,SP539,27
D180848,2024-11-07,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,used,Hyundai,Palisade,2020,20082,3377,1889,1,SP954,19
D182682,2024-11-07,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,new,Chevrolet,Equinox,2024,33908,3353,1258,1,SP247,16
D183488,2024-11-07,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,new,Chevrolet,Tahoe,2024,34303,2711,1475,1,SP983,20
D173603,2024-11-07,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,used,Ford,F-150,2017,24743,2504,1300,0,SP244,6
D173604,2024-11-07,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,used,Ford,Explorer,2020,27293,3096,1368,1,SP700,6
D174807,2024-11-07,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,new,Ford,F-150,2024,32504,2047,1433,3,SP905,38
D174809,2024-11-07,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,new,Ford,F-150,2024,45429,2137,948,1,SP244,9
D177966,2024-11-07,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,new,Ford,Mustang,2024,44667,1994,965,3,SP280,29
D167120,2024-11-07,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,used,Honda,CR-V,2020,27705,2115,764,3,SP756,1
D168762,2024-11-07,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,new,Honda,Pilot,2024,35946,3638,761,1,SP522,34
D168784,2024-11-07,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,used,Honda,CR-V,2017,26366,2627,1533,2,SP768,23
D170397,2024-11-07,Harbor Motor Group,Harbor Honda Seaside,Direct Mail Q1,campaign,new,Honda,Pilot,2024,40808,2453,1078,0,SP558,10
D170399,2024-11-07,Harbor Motor Group,Harbor Honda Seaside,Direct Mail Q1,campaign,used,Honda,Odyssey,2023,28420,1936,743,0,SP481,12
D172653,2024-11-07,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,used,BMW,i4,2018,27283,1993,931,3,SP558,20
D191884,2024-11-07,Harbor Motor Group,Harbor Jeep Ram Anchor,AutoTrader.com,internet,new,Jeep Ram,Wrangler,2024,42499,1835,811,0,SP484,45
D194176,2024-11-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,used,BMW,X3,2020,18919,1062,708,2,SP608,15
D195652,2024-11-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,new,Jeep Ram,Ram 2500,2024,46323,2454,1564,1,SP398,11
D195663,2024-11-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,used,Jeep Ram,Gladiator,2017,26751,2091,496,0,SP193,6
D195668,2024-11-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,used,Jeep Ram,Ram 1500,2021,20019,1907,1120,0,SP193,36
D196073,2024-11-07,Harbor Motor Group,Harbor Jeep Ram Anchor,Chat,chat,new,Jeep Ram,Ram 1500,2024,34655,2032,1545,0,SP714,44
D184619,2024-11-07,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,used,BMW,X3,2018,25327,2674,1455,1,SP853,0
D185284,2024-11-07,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,used,Chevrolet,Traverse,2023,19854,2500,1656,1,SP607,30
D185696,2024-11-07,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,used,Kia,K5,2017,25107,2047,734,3,SP607,32
D185701,2024-11-07,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,used,Kia,Sportage,2022,20164,2461,1377,0,SP760,27
D186683,2024-11-07,Harbor Motor Group,Harbor Kia Lighthouse,Svc Conquest,service,new,Kia,Seltos,2024,29232,1535,958,0,SP106,32
D189069,2024-11-07,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,new,Subaru,WRX,2024,33150,1985,649,1,SP827,13
D189448,2024-11-07,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,new,Subaru,Impreza,2024,44579,2363,1534,2,SP803,32
D189458,2024-11-07,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,new,Subaru,WRX,2024,39167,3338,1665,3,SP803,3
D160859,2024-11-07,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,new,Toyota,Tundra,2024,44771,2298,1197,1,SP607,27
D160864,2024-11-07,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,used,BMW,X3,2017,27379,2422,480,3,SP652,10
D161389,2024-11-07,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,new,Toyota,Camry,2024,37467,2133,1378,2,SP817,16
D164627,2024-11-07,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,new,Toyota,Tacoma,2024,38819,3287,683,0,SP122,43
D165628,2024-11-07,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,new,Toyota,Corolla,2024,36381,2403,857,1,SP882,2
D166787,2024-11-07,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,new,Toyota,Corolla,2024,35506,1387,1215,1,SP648,42
D155688,2024-11-07,Summit Auto Group,Summit BMW,Dealer Website,internet,new,BMW,i4,2024,67576,4231,849,2,SP546,17
D155692,2024-11-07,Summit Auto Group,Summit BMW,Dealer Website,internet,new,BMW,X5,2024,51878,3495,845,1,SP715,3
D155696,2024-11-07,Summit Auto Group,Summit BMW,Dealer Website,internet,new,BMW,3 Series,2024,75625,4238,1132,1,SP505,26
D155698,2024-11-07,Summit Auto Group,Summit BMW,Dealer Website,internet,new,BMW,X1,2024,65640,2840,1968,0,SP961,27
D155711,2024-11-07,Summit Auto Group,Summit BMW,Dealer Website,internet,used,BMW,i4,2017,46056,2834,1324,2,SP476,26
D157864,2024-11-07,Summit Auto Group,Summit BMW,Walk-In,showroom,new,BMW,X5,2024,76008,4391,2548,1,SP920,1
D157876,2024-11-07,Summit Auto Group,Summit BMW,Walk-In,showroom,new,BMW,3 Series,2024,47165,4985,2301,0,SP961,16
D120417,2024-11-07,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,used,Ford,Bronco,2019,23122,2005,917,2,SP267,41
D121345,2024-11-07,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,new,Chevrolet,Malibu,2024,30042,1632,827,1,SP267,2
D123054,2024-11-07,Summit Auto Group,Summit Chevrolet Glenpark,Lease Return,campaign,used,Chevrolet,Silverado,2023,24779,1712,399,0,SP723,16
D114409,2024-11-07,Summit Auto Group,Summit Ford Rivera,Cars.com,internet,new,Ford,Explorer,2024,35659,2734,1196,1,SP134,11
D115671,2024-11-07,Summit Auto Group,Summit Ford Rivera,Website,internet,used,Honda,Accord,2017,20151,2308,588,1,SP841,23
D116900,2024-11-07,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,new,Ford,F-150,2024,42476,1463,978,1,SP134,43
D107540,2024-11-07,Summit Auto Group,Summit Honda Westland,auto trader,internet,used,Jeep Ram,Grand Cherokee,2022,25546,2067,1410,3,SP873,4
D107544,2024-11-07,Summit Auto Group,Summit Honda Westland,auto trader,internet,used,Subaru,WRX,2022,30337,1892,924,1,SP388,25
D108162,2024-11-07,Summit Auto Group,Summit Honda Westland,Cars.com,internet,new,Honda,Accord,2024,36189,3429,1785,3,SP388,0
D110469,2024-11-07,Summit Auto Group,Summit Honda Westland,Lease Return,campaign,used,Honda,Civic,2021,22317,1736,949,0,SP417,0
D110833,2024-11-07,Summit Auto Group,Summit Honda Westland,Svc Conquest,service,new,Honda,Pilot,2024,49250,1872,957,1,SP429,24
D111487,2024-11-07,Summit Auto Group,Summit Honda Westland,Walk In,showroom,new,Honda,Civic,2024,45539,2330,1215,0,SP388,20
D130711,2024-11-07,Summit Auto Group,Summit Hyundai Oakhurst,ATC,internet,used,Hyundai,Kona,2020,25183,2863,620,1,SP702,30
D130924,2024-11-07,Summit Auto Group,Summit Hyundai Oakhurst,Cars .com,internet,new,Hyundai,Tucson,2024,31980,2888,1525,0,SP533,44
D131157,2024-11-07,Summit Auto Group,Summit Hyundai Oakhurst,CarGurus,internet,new,Hyundai,Sonata,2024,47800,3250,1121,2,SP714,39
D131595,2024-11-07,Summit Auto Group,Summit Hyundai Oakhurst,Website,internet,used,Hyundai,Tucson,2017,26503,2913,930,3,SP714,31
D131979,2024-11-07,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,new,Hyundai,Palisade,2024,41077,1459,490,0,SP504,17
D132232,2024-11-07,Summit Auto Group,Summit Hyundai Oakhurst,Svc Conquest,service,new,Hyundai,Sonata,2024,31948,1563,406,1,SP714,19
D132362,2024-11-07,Summit Auto Group,Summit Hyundai Oakhurst,Direct Mail Q1,campaign,used,Subaru,Crosstrek,2020,22338,2855,615,1,SP907,22
D134118,2024-11-07,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,new,Hyundai,Sonata,2024,48948,3108,782,2,SP468,44
D134782,2024-11-07,Summit Auto Group,Summit Hyundai Oakhurst,True Car,internet,used,Nissan,Frontier,2019,28147,1967,668,3,SP134,5
D134783,2024-11-07,Summit Auto Group,Summit Hyundai Oakhurst,True Car,internet,used,Hyundai,Sonata,2017,23585,2036,1179,3,SP907,36
D146383,2024-11-07,Summit Auto Group,Summit Jeep Ram Clearwater,Cars .com,internet,used,Kia,Seltos,2021,18564,3013,1425,1,SP923,38
D147341,2024-11-07,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,new,Jeep Ram,Grand Cherokee,2024,47828,2188,937,2,SP438,44
D147348,2024-11-07,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,new,Jeep Ram,Grand Cherokee,2024,45589,3510,661,1,SP257,37
D148583,2024-11-07,Summit Auto Group,Summit Jeep Ram Clearwater,Svc Conquest,service,new,Jeep Ram,Compass,2024,38552,1378,831,0,SP713,44
D148592,2024-11-07,Summit Auto Group,Summit Jeep Ram Clearwater,Svc Conquest,service,used,Jeep Ram,Ram 2500,2018,30906,1774,806,1,SP503,21
D149146,2024-11-07,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,new,Jeep Ram,Compass,2024,40394,3448,1517,1,SP187,31
D149922,2024-11-07,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,new,Jeep Ram,Wrangler,2024,34798,2485,1262,0,SP438,22
D150424,2024-11-07,Summit Auto Group,Summit Jeep Ram Clearwater,Live Chat,chat,used,Jeep Ram,Grand Cherokee,2020,20476,1929,464,0,SP257,44
D134961,2024-11-07,Summit Auto Group,Summit Kia Brookfield,AutoTrader.com,internet,new,Kia,Telluride,2024,45219,2072,567,1,SP545,43
D137264,2024-11-07,Summit Auto Group,Summit Kia Brookfield,Direct Mail Q1,campaign,new,Kia,Telluride,2024,34285,1780,768,1,SP586,11
D137535,2024-11-07,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,new,Kia,Seltos,2024,46672,2662,1456,2,SP254,14
D137551,2024-11-07,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,used,Hyundai,Santa Fe,2018,24339,2759,590,1,SP488,19
D138119,2024-11-07,Summit Auto Group,Summit Kia Brookfield,Inbound Calls,phone,new,Kia,Sportage,2024,41383,1778,473,2,SP459,12
D138776,2024-11-07,Summit Auto Group,Summit Kia Brookfield,True Car,internet,new,Kia,K5,2024,33643,2111,484,0,SP459,25
