period,group,store,source,lead_type,leads,sales,new_sales,used_sales,gross,budget
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Lease Return,campaign,35,15,11,4,26027,
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Svc Conquest,service,38,9,6,3,19584,
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Direct Mail,campaign,79,7,5,2,16455,4615
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,76,27,19,8,103051,
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,91,12,9,3,40597,
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Live Chat,chat,69,5,3,2,12325,639
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Facebook,internet,173,7,4,3,14700,994
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,True Car,internet,62,4,2,2,8686,1846
2025-01,Summit Auto Group,Summit Jeep Ram Clearwater,Radio,campaign,2,0,0,0,0,284
2025-01,Summit Auto Group,Summit Kia Brookfield,AutoTrader.com,internet,181,8,4,4,24433,2310
2025-01,Summit Auto Group,Summit Kia Brookfield,CARS,internet,102,7,4,3,23987,1705
2025-01,Summit Auto Group,Summit Kia Brookfield,Car Gurus,internet,97,10,6,4,30341,2090
2025-01,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,250,24,13,11,76249,
2025-01,Summit Auto Group,Summit Kia Brookfield,Lease Return,campaign,30,12,9,3,21590,
2025-01,Summit Auto Group,Summit Kia Brookfield,Service Conquest,service,34,8,6,2,18524,
2025-01,Summit Auto Group,Summit Kia Brookfield,Direct Mail Q1,campaign,67,7,5,2,14890,3575
2025-01,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,54,14,10,4,56873,
2025-01,Summit Auto Group,Summit Kia Brookfield,Inbound Calls,phone,80,16,12,4,52211,
2025-01,Summit Auto Group,Summit Kia Brookfield,Live Chat,chat,44,3,2,1,6849,495
2025-01,Summit Auto Group,Summit Kia Brookfield,Facebook,internet,133,7,4,3,14440,770
2025-01,Summit Auto Group,Summit Kia Brookfield,True Car,internet,51,4,2,2,10474,1430
2025-01,Summit Auto Group,Summit Kia Brookfield,Radio Spot,campaign,1,0,0,0,0,220
2025-01,Summit Auto Group,Summit Mazda Lakeside,AutoTrader.com,internet,145,6,3,3,15386,1848
2025-01,Summit Auto Group,Summit Mazda Lakeside,Cars.com,internet,85,2,1,1,5231,1364
2025-01,Summit Auto Group,Summit Mazda Lakeside,CarGurus,internet,95,4,2,2,11123,1672
2025-01,Summit Auto Group,Summit Mazda Lakeside,Dealer Website,internet,181,22,12,10,75033,
2025-01,Summit Auto Group,Summit Mazda Lakeside,Lease Return,campaign,23,6,4,2,9107,
2025-01,Summit Auto Group,Summit Mazda Lakeside,Svc Conquest,service,22,4,3,1,9351,
2025-01,Summit Auto Group,Summit Mazda Lakeside,Direct Mail,campaign,53,6,4,2,15353,2860
2025-01,Summit Auto Group,Summit Mazda Lakeside,Walk In,showroom,41,14,10,4,49805,
2025-01,Summit Auto Group,Summit Mazda Lakeside,Phone Up,phone,64,16,12,4,47187,
2025-01,Summit Auto Group,Summit Mazda Lakeside,Website Chat,chat,38,1,1,0,2916,396
2025-01,Summit Auto Group,Summit Mazda Lakeside,Facebook,internet,103,4,2,2,9273,616
2025-01,Summit Auto Group,Summit Mazda Lakeside,True Car,internet,45,3,2,1,6715,1144
2025-01,Summit Auto Group,Summit Mazda Lakeside,Radio Spot,campaign,1,0,0,0,0,176
2025-01,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,216,21,12,9,61246,2688
2025-01,Summit Auto Group,Summit Nissan Ridgemont,CARS,internet,131,8,4,4,22917,1984
2025-01,Summit Auto Group,Summit Nissan Ridgemont,CarGurus,internet,141,6,3,3,14990,2432
2025-01,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,270,40,22,18,138565,
2025-01,Summit Auto Group,Summit Nissan Ridgemont,Lease Retention,campaign,40,16,12,4,30573,
2025-01,Summit Auto Group,Summit Nissan Ridgemont,Svc Conquest,service,36,3,2,1,6529,
2025-01,Summit Auto Group,Summit Nissan Ridgemont,Direct Mail Q1,campaign,72,5,4,1,13669,4160
2025-01,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,67,20,14,6,62023,
2025-01,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,90,22,16,6,70487,
2025-01,Summit Auto Group,Summit Nissan Ridgemont,Live Chat,chat,54,5,3,2,13971,576
2025-01,Summit Auto Group,Summit Nissan Ridgemont,Facebook,internet,156,4,2,2,8228,896
2025-01,Summit Auto Group,Summit Nissan Ridgemont,TrueCar,internet,63,7,4,3,19441,1664
2025-01,Summit Auto Group,Summit Nissan Ridgemont,Radio,campaign,2,1,1,0,2570,256
2025-01,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,164,13,7,6,32522,2058
2025-01,Summit Auto Group,Summit Subaru Northgate,CARS,internet,80,7,4,3,23403,1519
2025-01,Summit Auto Group,Summit Subaru Northgate,CarGurus,internet,98,6,3,3,17773,1862
2025-01,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,220,23,13,10,89808,
2025-01,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,25,10,7,3,18492,
2025-01,Summit Auto Group,Summit Subaru Northgate,Svc Conquest,service,30,3,2,1,5576,
2025-01,Summit Auto Group,Summit Subaru Northgate,Direct Mail Q1,campaign,58,5,4,1,12607,3185
2025-01,Summit Auto Group,Summit Subaru Northgate,Walk-In,showroom,40,12,9,3,43982,
2025-01,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,73,15,11,4,45022,
2025-01,Summit Auto Group,Summit Subaru Northgate,Website Chat,chat,48,2,1,1,4456,441
2025-01,Summit Auto Group,Summit Subaru Northgate,Facebook Marketplace,internet,109,3,2,1,5752,686
2025-01,Summit Auto Group,Summit Subaru Northgate,True Car,internet,46,2,1,1,5544,1274
2025-01,Summit Auto Group,Summit Subaru Northgate,Radio,campaign,1,0,0,0,0,196
2025-01,Summit Auto Group,Summit Toyota of Fairview,auto trader,internet,308,21,12,9,69442,4200
2025-01,Summit Auto Group,Summit Toyota of Fairview,CARS,internet,208,22,12,10,61285,3100
2025-01,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,204,9,5,4,27425,3800
2025-01,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,445,48,26,22,158482,
2025-01,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,52,16,12,4,25688,
2025-01,Summit Auto Group,Summit Toyota of Fairview,Svc Conquest,service,66,11,8,3,21522,
2025-01,Summit Auto Group,Summit Toyota of Fairview,Direct Mail Q1,campaign,109,12,9,3,31577,6500
2025-01,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,96,30,22,8,94820,
2025-01,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,160,30,22,8,83054,
2025-01,Summit Auto Group,Summit Toyota of Fairview,Chat,chat,82,4,2,2,10271,900
2025-01,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,223,12,7,5,24783,1400
2025-01,Summit Auto Group,Summit Toyota of Fairview,True Car,internet,78,4,2,2,10046,2600
2025-01,Summit Auto Group,Summit Toyota of Fairview,Radio Spot,campaign,3,0,0,0,0,400
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,auto trader,internet,146,12,7,5,38590,1680
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Cars .com,internet,71,7,4,3,23530,1240
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Car Gurus,internet,71,8,4,4,22614,1520
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,175,20,11,9,69169,
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Lease Retention,campaign,25,7,5,2,10221,
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Service Conquest,service,20,7,5,2,12583,
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Direct Mail Q1,campaign,50,5,4,1,11970,2600
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,41,14,10,4,47032,
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Phone Up,phone,57,14,10,4,43891,
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Chat,chat,40,3,2,1,8243,360
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Facebook,internet,96,5,3,2,9736,560
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,True Car,internet,33,3,2,1,6576,1040
2025-01,Summit Auto Group,Summit Volkswagen Eastdale,Radio Spot,campaign,1,0,0,0,0,160
2025-02,Harbor Motor Group,Harbor BMW,auto trader,internet,262,8,4,4,38985,3276
2025-02,Harbor Motor Group,Harbor BMW,Cars.com,internet,155,15,8,7,74070,2418
2025-02,Harbor Motor Group,Harbor BMW,Car Gurus,internet,132,11,6,5,47559,2964
2025-02,Harbor Motor Group,Harbor BMW,Dealer Website,internet,314,41,23,18,194183,
2025-02,Harbor Motor Group,Harbor BMW,Lease Retention,campaign,37,8,6,2,23715,
2025-02,Harbor Motor Group,Harbor BMW,Svc Conquest,service,45,9,6,3,27362,
2025-02,Harbor Motor Group,Harbor BMW,Direct Mail Q1,campaign,110,9,6,3,30007,5070
2025-02,Harbor Motor Group,Harbor BMW,Walk In,showroom,79,27,19,8,156526,
2025-02,Harbor Motor Group,Harbor BMW,Phone Up,phone,118,23,17,6,106925,
2025-02,Harbor Motor Group,Harbor BMW,Website Chat,chat,68,6,3,3,23250,702
2025-02,Harbor Motor Group,Harbor BMW,Facebook Marketplace,internet,168,7,4,3,23326,1092
2025-02,Harbor Motor Group,Harbor BMW,True Car,internet,61,4,2,2,16244,2028
2025-02,Harbor Motor Group,Harbor BMW,Radio Spot,campaign,2,0,0,0,0,312
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,auto trader,internet,199,12,7,5,32473,2940
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,Cars.com,internet,116,11,6,5,36164,2170
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,Car Gurus,internet,140,8,4,4,19508,2660
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,298,29,16,13,96841,
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,Lease Retention,campaign,42,15,11,4,24713,
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,Service Conquest,service,35,7,5,2,12990,
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,Direct Mail Q1,campaign,97,6,4,2,13371,4550
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,66,20,14,6,82127,
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,106,22,16,6,72861,
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,Live Chat,chat,69,2,1,1,5603,630
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,FB Marketplace,internet,167,10,6,4,24324,979
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,True Car,internet,61,4,2,2,11229,1819
2025-02,Harbor Motor Group,Harbor Chevrolet Marina,Radio Spot,campaign,2,0,0,0,0,280
2025-02,Harbor Motor Group,Harbor Ford Portside,auto trader,internet,263,23,13,10,65794,3696
2025-02,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,187,9,5,4,29166,2728
2025-02,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,148,9,5,4,23558,3344
2025-02,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,353,45,25,20,136440,
2025-02,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,52,18,13,5,30618,
2025-02,Harbor Motor Group,Harbor Ford Portside,Svc Conquest,service,43,10,7,3,20537,
2025-02,Harbor Motor Group,Harbor Ford Portside,Direct Mail,campaign,121,4,3,1,10471,5720
2025-02,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,86,36,26,10,115827,
2025-02,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,133,24,17,7,84704,
2025-02,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,74,3,2,1,8516,792
2025-02,Harbor Motor Group,Harbor Ford Portside,Facebook Marketplace,internet,198,9,5,4,17606,1232
2025-02,Harbor Motor Group,Harbor Ford Portside,TrueCar,internet,87,4,2,2,8600,2288
2025-02,Harbor Motor Group,Harbor Ford Portside,Radio Spot,campaign,3,0,0,0,0,352
2025-02,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,287,28,15,13,72444,3360
2025-02,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,135,10,6,4,32909,2480
2025-02,Harbor Motor Group,Harbor Honda Seaside,CarGurus,internet,161,9,5,4,28732,3040
2025-02,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,346,41,23,18,139187,
2025-02,Harbor Motor Group,Harbor Honda Seaside,Lease Retention,campaign,38,12,9,3,23081,
2025-02,Harbor Motor Group,Harbor Honda Seaside,Svc Conquest,service,40,10,7,3,21444,
2025-02,Harbor Motor Group,Harbor Honda Seaside,Direct Mail Q1,campaign,105,8,6,2,17750,5200
2025-02,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,65,20,14,6,75082,
2025-02,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,118,26,19,7,71344,
2025-02,Harbor Motor Group,Harbor Honda Seaside,Live Chat,chat,66,3,2,1,6998,720
2025-02,Harbor Motor Group,Harbor Honda Seaside,Facebook,internet,172,11,6,5,21969,1120
2025-02,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,63,5,3,2,12394,2080
2025-02,Harbor Motor Group,Harbor Honda Seaside,Radio,campaign,2,0,0,0,0,320
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,AutoTrader.com,internet,186,14,8,6,36629,2772
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Cars .com,internet,140,6,3,3,18087,2046
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,cargurus.com,internet,129,4,2,2,10551,2508
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,263,24,13,11,70792,
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,31,7,5,2,10448,
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Svc Conquest,service,42,9,6,3,19564,
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Direct Mail,campaign,82,6,4,2,16639,4290
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,69,24,17,7,90007,
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,96,17,12,5,49948,
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Chat,chat,61,5,3,2,14818,594
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Facebook,internet,148,4,2,2,8451,924
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,TrueCar,internet,57,4,2,2,10571,1716
2025-02,Harbor Motor Group,Harbor Jeep Ram Anchor,Radio Spot,campaign,2,0,0,0,0,264
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,149,6,3,3,17293,2184
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,CARS,internet,106,5,3,2,14888,1612
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,91,6,3,3,18777,1976
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,214,26,14,12,92834,
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,Lease Retention,campaign,27,7,5,2,13185,
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,Svc Conquest,service,29,5,4,1,11559,
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,Direct Mail,campaign,77,5,4,1,11405,3380
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,53,16,12,4,57933,
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,82,11,8,3,33891,
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,Website Chat,chat,46,3,2,1,7775,468
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,Facebook,internet,128,4,2,2,7621,728
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,True Car,internet,47,1,1,0,2202,1352
2025-02,Harbor Motor Group,Harbor Kia Lighthouse,Radio Spot,campaign,1,0,0,0,0,208
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,auto trader,internet,132,6,3,3,17659,1974
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,Cars .com,internet,78,9,5,4,29799,1457
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,97,6,3,3,14721,1786
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,207,23,13,10,74041,
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,Lease Return,campaign,27,7,5,2,13215,
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,Service Conquest,service,31,7,5,2,16553,
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,Direct Mail Q1,campaign,51,9,6,3,23020,3055
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,47,16,12,4,57387,
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,73,14,10,4,49976,
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,Website Chat,chat,46,5,3,2,14734,423
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,FB Marketplace,internet,100,4,2,2,8474,658
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,True Car,internet,40,2,1,1,4791,1222
2025-02,Harbor Motor Group,Harbor Subaru Tidewater,Radio Spot,campaign,1,0,0,0,0,188
2025-02,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,327,27,15,12,72320,3990
2025-02,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,180,12,7,5,31118,2945
2025-02,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,194,15,8,7,47501,3610
2025-02,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,436,47,26,21,159945,
2025-02,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,46,8,6,2,14592,
2025-02,Harbor Motor Group,Harbor Toyota Bayview,Svc Conquest,service,58,16,12,4,31527,
2025-02,Harbor Motor Group,Harbor Toyota Bayview,Direct Mail,campaign,117,9,6,3,20645,6175
2025-02,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,98,31,22,9,109213,
2025-02,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,135,27,19,8,92576,
2025-02,Harbor Motor Group,Harbor Toyota Bayview,Website Chat,chat,91,4,2,2,10561,855
2025-02,Harbor Motor Group,Harbor Toyota Bayview,Facebook Marketplace,internet,232,11,6,5,27367,1330
2025-02,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,81,7,4,3,14979,2470
2025-02,Harbor Motor Group,Harbor Toyota Bayview,Radio Spot,campaign,2,0,0,0,0,380
2025-02,Summit Auto Group,Summit BMW,Autotrader,internet,231,9,5,4,36457,3486
2025-02,Summit Auto Group,Summit BMW,Cars .com,internet,145,10,6,4,53944,2573
2025-02,Summit Auto Group,Summit BMW,cargurus.com,internet,147,12,7,5,45394,3154
2025-02,Summit Auto Group,Summit BMW,Dealer Website,internet,325,36,20,16,216244,
2025-02,Summit Auto Group,Summit BMW,Lease Return,campaign,47,19,14,5,48985,
2025-02,Summit Auto Group,Summit BMW,Service Conquest,service,48,12,9,3,37993,
2025-02,Summit Auto Group,Summit BMW,Direct Mail,campaign,110,13,9,4,52734,5395
2025-02,Summit Auto Group,Summit BMW,Walk-In,showroom,67,17,12,5,84585,
2025-02,Summit Auto Group,Summit BMW,Inbound Phone,phone,130,29,21,8,154293,
2025-02,Summit Auto Group,Summit BMW,Chat,chat,66,7,4,3,32378,747
2025-02,Summit Auto Group,Summit BMW,Facebook,internet,189,11,6,5,44455,1162
2025-02,Summit Auto Group,Summit BMW,TrueCar,internet,65,6,3,3,27100,2158
2025-02,Summit Auto Group,Summit BMW,Radio,campaign,2,0,0,0,0,332
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,242,14,8,6,43935,3276
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,Cars .com,internet,144,11,6,5,36449,2418
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,162,8,4,4,23851,2964
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,316,37,20,17,138505,
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,Lease Return,campaign,43,16,12,4,30275,
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,Svc Conquest,service,41,6,4,2,11005,
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,Direct Mail,campaign,93,9,6,3,21552,5070
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,Walk In,showroom,63,26,19,7,107168,
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,98,20,14,6,64669,
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,Chat,chat,59,3,2,1,7807,702
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,FB Marketplace,internet,187,5,3,2,11226,1092
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,TrueCar,internet,71,7,4,3,17534,2028
2025-02,Summit Auto Group,Summit Chevrolet Glenpark,Radio Spot,campaign,2,0,0,0,0,312
2025-02,Summit Auto Group,Summit Ford Rivera,ATC,internet,297,24,13,11,67962,3864
2025-02,Summit Auto Group,Summit Ford Rivera,Cars.com,internet,158,9,5,4,24814,2852
2025-02,Summit Auto Group,Summit Ford Rivera,cargurus.com,internet,185,12,7,5,29455,3496
2025-02,Summit Auto Group,Summit Ford Rivera,Website,internet,323,31,17,14,96583,
2025-02,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,44,14,10,4,24683,
2025-02,Summit Auto Group,Summit Ford Rivera,Service Conquest,service,49,12,9,3,24133,
2025-02,Summit Auto Group,Summit Ford Rivera,Direct Mail Q1,campaign,133,10,7,3,23358,5980
2025-02,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,81,36,26,10,116175,
2025-02,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,140,31,22,9,85040,
2025-02,Summit Auto Group,Summit Ford Rivera,Live Chat,chat,80,11,6,5,26547,828
2025-02,Summit Auto Group,Summit Ford Rivera,Facebook,internet,218,6,3,3,12643,1288
2025-02,Summit Auto Group,Summit Ford Rivera,TrueCar,internet,91,6,3,3,16946,2392
2025-02,Summit Auto Group,Summit Ford Rivera,Radio,campaign,3,0,0,0,0,368
2025-02,Summit Auto Group,Summit Honda Westland,auto trader,internet,284,20,11,9,52629,3612
