stock_number,group,store,new_used,make,model,model_year,days_on_lot,list_price,cost,price_to_market_pct,vdp_views_30d,leads_30d
S33085,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Honda,CR-V,2021,23,25883,24364,96.9,364,5
S32821,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Sorento,2025,23,21030,19769,105.7,356,1
S32925,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Impreza,2026,23,37817,33948,100.2,198,2
S32945,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Crosstrek,2026,23,27831,26988,102.4,78,0
S31999,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tacoma,2026,23,49105,47276,105.8,479,3
S32000,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tacoma,2025,23,27147,25635,105.9,887,2
S32020,Harbor Motor Group,Harbor Toyota Bayview,used,Kia,Sportage,2019,23,21412,18914,99.0,387,3
S32075,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,23,34990,31210,103.4,248,2
S32097,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Highlander,2026,23,39757,37161,105.8,223,0
S32119,Harbor Motor Group,Harbor Toyota Bayview,used,Jeep Ram,Gladiator,2024,23,25503,23174,102.7,726,2
S32185,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Highlander,2026,23,36005,31860,105.7,90,2
S31882,Summit Auto Group,Summit BMW,new,BMW,i4,2026,23,57600,53229,103.9,67,0
S31907,Summit Auto Group,Summit BMW,used,BMW,i4,2022,23,27781,25986,101.1,324,0
S30724,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Trax,2026,23,28046,26471,97.1,154,2
S30734,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Malibu,2024,23,31701,29772,104.0,788,1
S30532,Summit Auto Group,Summit Ford Rivera,used,Ford,F-150,2023,23,18346,17178,97.8,171,0
S30663,Summit Auto Group,Summit Ford Rivera,used,Toyota,Tundra,2018,23,26115,24758,100.4,10,0
S30364,Summit Auto Group,Summit Honda Westland,new,Honda,Accord,2026,23,36604,33361,94.6,198,1
S30423,Summit Auto Group,Summit Honda Westland,new,Honda,HR-V,2026,23,32938,31057,96.2,423,2
S31013,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Tucson,2021,23,26865,25605,99.9,14,3
S31045,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Santa Fe,2026,23,47772,43429,101.6,137,5
S31584,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Compass,2026,23,33548,29503,94.1,276,0
S31616,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Gladiator,2023,23,21286,18949,94.5,94,1
S31620,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Compass,2026,23,38980,34975,95.5,95,1
S31637,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Gladiator,2026,23,37071,35004,93.3,200,1
S30915,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,23,47627,44147,105.6,60,1
S30999,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Sentra,2026,23,44632,40152,97.1,88,1
S31403,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Forester,2026,23,31752,29490,105.5,278,5
S31416,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Forester,2026,23,43258,39104,99.4,150,0
S30011,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,23,43172,38202,97.7,209,2
S30098,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Corolla,2022,23,29264,26004,99.8,168,2
S30137,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Corolla,2025,23,26560,23985,97.5,20,1
S30195,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,23,48068,41904,104.6,93,0
S31686,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Jetta,2026,23,43242,41645,97.4,99,1
S31737,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Tiguan,2026,23,33190,30656,93.8,448,1
S33222,Harbor Motor Group,Harbor BMW,used,Kia,Telluride,2025,22,42570,38474,97.6,291,1
S33249,Harbor Motor Group,Harbor BMW,used,BMW,5 Series,2019,22,34379,30841,93.4,195,2
S32598,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,22,37024,34738,104.3,14,5
S32646,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Equinox,2019,22,30057,27568,100.8,32,0
S32719,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Malibu,2026,22,37184,33983,98.5,149,2
S32749,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,22,50890,44542,102.5,253,1
S32491,Harbor Motor Group,Harbor Ford Portside,used,Ford,Explorer,2020,22,29897,28123,99.8,7,0
S32198,Harbor Motor Group,Harbor Honda Seaside,new,Honda,HR-V,2026,22,47992,43369,99.5,35,2
S32276,Harbor Motor Group,Harbor Honda Seaside,used,Honda,Pilot,2022,22,20423,18640,101.1,44,1
S32349,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Pilot,2026,22,49058,44703,105.6,243,3
S32364,Harbor Motor Group,Harbor Honda Seaside,used,Honda,Accord,2022,22,29029,28028,97.1,191,3
S33042,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,22,44462,39982,101.5,7,0
S33056,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,22,49798,45551,101.3,56,0
S32788,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Sportage,2018,22,30736,29521,99.4,8,0
S31977,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,22,38427,34509,99.5,127,0
S32023,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tacoma,2026,22,44121,38010,98.5,231,0
S32059,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Tacoma,2026,22,48841,46930,97.0,42,0
S32147,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,22,47503,41192,95.1,64,5
S32153,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,22,30553,28142,103.4,101,1
S31775,Summit Auto Group,Summit BMW,used,BMW,3 Series,2023,22,31660,28815,101.7,182,1
S31812,Summit Auto Group,Summit BMW,new,BMW,3 Series,2026,22,47162,44709,105.7,309,1
S31960,Summit Auto Group,Summit BMW,new,BMW,X1,2026,22,73789,67635,95.5,37,0
S30794,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Equinox,2020,22,27138,23886,96.4,34,2
S30809,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Tahoe,2026,22,38390,34775,100.4,119,2
S30834,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Malibu,2020,22,27949,26207,98.7,9,0
S30459,Summit Auto Group,Summit Ford Rivera,used,Ford,Escape,2019,22,24584,22206,97.8,100,1
S30567,Summit Auto Group,Summit Ford Rivera,used,Chevrolet,Malibu,2020,22,30640,26546,104.3,45,1
S31044,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Santa Fe,2021,22,26642,23772,99.6,486,0
S31089,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Palisade,2026,22,32045,29359,96.0,190,1
S31138,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Santa Fe,2026,22,47914,43404,93.8,124,0
S31606,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Wrangler,2026,22,42934,38817,104.8,206,1
S31655,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Gladiator,2026,22,42062,37289,101.3,39,1
S31658,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Wrangler,2020,22,22741,19856,101.4,182,2
S31666,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Compass,2026,22,39623,34922,99.1,106,0
S31207,Summit Auto Group,Summit Kia Brookfield,used,Kia,Telluride,2023,22,23035,22292,93.3,92,0
S31214,Summit Auto Group,Summit Kia Brookfield,new,Kia,Telluride,2026,22,28093,25518,97.2,283,0
S31222,Summit Auto Group,Summit Kia Brookfield,new,Kia,Seltos,2026,22,41611,39350,98.6,156,2
S31250,Summit Auto Group,Summit Kia Brookfield,new,Kia,Seltos,2026,22,49532,46671,105.0,63,5
S31303,Summit Auto Group,Summit Mazda Lakeside,used,BMW,5 Series,2025,22,17987,16784,96.3,373,0
S31313,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-30,2026,22,46374,40874,100.0,1,0
S31349,Summit Auto Group,Summit Mazda Lakeside,used,Subaru,Outback,2024,22,20655,19439,104.0,26,3
S31001,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Kicks,2025,22,30352,27639,102.4,672,0
S31453,Summit Auto Group,Summit Subaru Northgate,used,Kia,Seltos,2019,22,20703,18261,100.5,343,5
S31457,Summit Auto Group,Summit Subaru Northgate,used,Ford,Maverick,2019,22,21433,18617,103.6,212,3
S31458,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Forester,2026,22,26994,25674,96.1,37,1
S30015,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,RAV4,2026,22,35492,32307,104.6,67,3
S30056,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,RAV4,2018,22,25362,24234,102.8,102,0
S30163,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tacoma,2024,22,23210,22351,99.2,619,5
S30205,Summit Auto Group,Summit Toyota of Fairview,used,Jeep Ram,Compass,2024,22,30107,27893,99.0,26,0
S31679,Summit Auto Group,Summit Volkswagen Eastdale,used,Jeep Ram,Wrangler,2021,22,23267,21476,94.4,57,0
S31728,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Taos,2026,22,34564,30629,100.9,135,2
S31736,Summit Auto Group,Summit Volkswagen Eastdale,used,Ford,Mustang,2023,22,17810,15600,104.6,37,0
S31764,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Jetta,2026,22,44314,41970,97.2,137,2
S33286,Harbor Motor Group,Harbor BMW,new,BMW,X1,2026,21,70748,67292,95.1,12,0
S33311,Harbor Motor Group,Harbor BMW,used,Ford,Explorer,2021,21,38097,35432,103.4,106,2
S32692,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Silverado,2024,21,29739,26498,103.2,122,0
S32542,Harbor Motor Group,Harbor Ford Portside,new,Ford,F-150,2026,21,48455,42342,98.7,37,5
S32575,Harbor Motor Group,Harbor Ford Portside,used,Ford,Maverick,2019,21,19476,17760,96.6,6,2
S32584,Harbor Motor Group,Harbor Ford Portside,new,Ford,Explorer,2026,21,45475,41522,99.0,202,1
S32199,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Accord,2026,21,51263,48585,98.5,165,0
S32305,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Pilot,2026,21,44496,41203,93.1,218,0
S32371,Harbor Motor Group,Harbor Honda Seaside,used,BMW,i4,2025,21,22919,22224,99.2,8,5
S33069,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Ram 1500,2020,21,22912,21785,101.4,228,3
S33115,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,21,48414,45889,94.2,236,0
S32890,Harbor Motor Group,Harbor Subaru Tidewater,used,Toyota,Camry,2022,21,30890,29161,105.5,463,1
S31830,Summit Auto Group,Summit BMW,used,BMW,3 Series,2023,21,48427,44819,101.6,460,1
S31851,Summit Auto Group,Summit BMW,used,Hyundai,Tucson,2023,21,33267,30848,99.3,60,0
S31855,Summit Auto Group,Summit BMW,new,BMW,X3,2026,21,75349,64828,101.5,441,1
S31912,Summit Auto Group,Summit BMW,used,BMW,3 Series,2024,21,35443,30732,96.5,85,3
S31937,Summit Auto Group,Summit BMW,new,BMW,i4,2026,21,51663,49051,102.5,3,0
S30819,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Equinox,2026,21,41126,36111,104.3,9,0
S30637,Summit Auto Group,Summit Ford Rivera,used,Toyota,Tundra,2018,21,18393,15847,96.5,342,5
S30404,Summit Auto Group,Summit Honda Westland,new,Honda,Pilot,2026,21,43114,40506,94.0,51,3
S30438,Summit Auto Group,Summit Honda Westland,used,Honda,Accord,2022,21,31280,27360,97.5,104,0
S31505,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Grand Cherokee,2024,21,27810,26783,101.3,44,1
S31550,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Gladiator,2022,21,20930,18981,96.2,501,1
S31639,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Ram 1500,2026,21,32594,29027,102.9,2,0
S31182,Summit Auto Group,Summit Kia Brookfield,used,Subaru,Impreza,2019,21,31088,29024,94.0,34,3
S31241,Summit Auto Group,Summit Kia Brookfield,new,Kia,Seltos,2026,21,28200,25461,101.4,235,0
S31254,Summit Auto Group,Summit Kia Brookfield,used,Kia,Seltos,2021,21,27457,25991,100.3,26,1
S30856,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Sentra,2022,21,19877,18208,97.7,209,0
S30918,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Rogue,2020,21,18310,16494,104.9,540,0
S30934,Summit Auto Group,Summit Nissan Ridgemont,used,Chevrolet,Traverse,2020,21,23130,21476,102.8,215,5
S30991,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,21,43900,41551,94.1,49,0
S31000,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Sentra,2025,21,24896,23744,93.1,274,0
S30030,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Corolla,2025,21,24718,22438,104.5,9,0
S30049,Summit Auto Group,Summit Toyota of Fairview,used,Honda,Odyssey,2023,21,18249,17319,94.7,132,0
S33189,Harbor Motor Group,Harbor BMW,new,BMW,X1,2026,20,64773,57849,94.0,202,3
S33229,Harbor Motor Group,Harbor BMW,new,BMW,5 Series,2026,20,67097,61654,104.7,47,5
S33255,Harbor Motor Group,Harbor BMW,new,BMW,5 Series,2026,20,70443,66257,105.8,578,5
S33329,Harbor Motor Group,Harbor BMW,new,BMW,5 Series,2026,20,72751,68270,95.0,53,0
S32613,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Trax,2026,20,45162,42751,94.1,35,0
S32618,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Tahoe,2019,20,23469,21352,93.7,70,1
S32700,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Equinox,2026,20,34190,32407,94.4,348,0
S32754,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Traverse,2026,20,50142,45547,94.8,297,3
S32401,Harbor Motor Group,Harbor Ford Portside,used,Ford,F-150,2021,20,16862,15189,96.7,128,5
S32430,Harbor Motor Group,Harbor Ford Portside,used,Toyota,Camry,2021,20,30015,25838,100.6,62,1
S32439,Harbor Motor Group,Harbor Ford Portside,new,Ford,Maverick,2026,20,36108,32843,94.2,26,5
S32447,Harbor Motor Group,Harbor Ford Portside,new,Ford,F-150,2026,20,27734,24394,93.6,61,1
S32462,Harbor Motor Group,Harbor Ford Portside,new,Ford,F-150,2026,20,32884,29608,99.5,85,0
S32486,Harbor Motor Group,Harbor Ford Portside,new,Ford,Escape,2026,20,42606,37569,98.1,231,0
S32501,Harbor Motor Group,Harbor Ford Portside,new,Ford,F-150,2026,20,35990,34754,96.6,135,0
S32535,Harbor Motor Group,Harbor Ford Portside,used,Toyota,RAV4,2022,20,28895,27482,94.7,51,2
S32562,Harbor Motor Group,Harbor Ford Portside,new,Ford,Escape,2026,20,30210,26575,104.0,145,1
S32230,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Civic,2026,20,26783,24457,103.7,114,1
S32353,Harbor Motor Group,Harbor Honda Seaside,used,Nissan,Rogue,2022,20,24380,22106,100.5,72,5
S32363,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Odyssey,2026,20,28648,27016,105.9,534,2
S33021,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Compass,2026,20,47905,44199,95.4,13,1
S33157,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Hyundai,Santa Fe,2019,20,28817,25797,98.0,816,0
S32812,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,20,31564,27146,97.4,40,0
S32906,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Impreza,2026,20,46812,44071,93.1,539,0
S32923,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Ascent,2026,20,28233,26654,98.3,53,0
S32045,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Corolla,2026,20,29494,26559,103.2,4,5
S32067,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Highlander,2020,20,25230,24311,100.8,39,5
S32126,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Highlander,2023,20,21059,20076,102.4,121,1
S32178,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,20,39473,35847,105.6,130,3
S32184,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Camry,2026,20,32558,29266,103.7,135,1
S31897,Summit Auto Group,Summit BMW,new,BMW,X3,2026,20,54795,48387,103.1,457,0
S30672,Summit Auto Group,Summit Chevrolet Glenpark,used,Honda,CR-V,2018,20,21598,18707,99.9,259,0
S30826,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Trax,2026,20,40152,35303,101.5,479,3
S30452,Summit Auto Group,Summit Ford Rivera,used,Ford,Mustang,2018,20,20691,19576,93.3,31,1
S30483,Summit Auto Group,Summit Ford Rivera,used,Ford,Mustang,2022,20,22893,21417,95.1,51,1
S30626,Summit Auto Group,Summit Ford Rivera,used,Toyota,Camry,2023,20,22519,19668,96.5,55,3
S30366,Summit Auto Group,Summit Honda Westland,used,Honda,HR-V,2025,20,30075,27361,103.3,142,0
S31121,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Kona,2020,20,25541,22192,98.3,38,1
S31510,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Ram 1500,2026,20,38063,33233,102.6,43,0
S30883,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Frontier,2026,20,36208,31862,98.4,204,1
S30926,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Rogue,2026,20,50126,45614,97.5,66,1
S30946,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Frontier,2026,20,46322,41883,94.0,48,1
S30983,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Frontier,2022,20,23555,22677,98.9,168,1
S31411,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Forester,2026,20,31096,29248,94.8,112,1
S30156,Summit Auto Group,Summit Toyota of Fairview,used,Jeep Ram,Grand Cherokee,2018,20,29068,27696,94.6,67,0
S30173,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Camry,2026,20,42562,37335,105.6,507,2
S30178,Summit Auto Group,Summit Toyota of Fairview,used,BMW,i4,2023,20,17221,15561,104.9,71,5
S30233,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Corolla,2026,20,34676,31297,103.4,140,1
S31689,Summit Auto Group,Summit Volkswagen Eastdale,used,Jeep Ram,Ram 1500,2022,20,28149,25948,94.9,58,0
S31746,Summit Auto Group,Summit Volkswagen Eastdale,used,Volkswagen,Taos,2022,20,21081,19763,101.7,56,0
S33161,Harbor Motor Group,Harbor BMW,used,BMW,X1,2021,19,28561,25504,97.6,25,0
S33214,Harbor Motor Group,Harbor BMW,new,BMW,3 Series,2026,19,48224,45339,101.5,32,1
S32666,Harbor Motor Group,Harbor Chevrolet Marina,used,Nissan,Pathfinder,2020,19,30352,29192,98.8,28,3
S32694,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Traverse,2026,19,40772,38943,93.5,38,1
S32717,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Equinox,2018,19,17785,15891,94.0,64,0
S32730,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Equinox,2026,19,36242,32973,99.0,104,1
S32556,Harbor Motor Group,Harbor Ford Portside,new,Ford,Mustang,2026,19,47524,44959,97.2,16,1
S32242,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Pilot,2026,19,44020,39481,104.9,9,0
S32326,Harbor Motor Group,Harbor Honda Seaside,used,Honda,Odyssey,2019,19,18426,16813,103.0,24,5
S32365,Harbor Motor Group,Harbor Honda Seaside,used,Chevrolet,Trax,2018,19,29424,26597,93.1,25,0
S33058,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Gladiator,2026,19,43034,40305,105.1,46,0
S33090,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Hyundai,Tucson,2018,19,30438,27175,95.0,346,0
S32849,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Seltos,2026,19,30861,28141,94.9,109,2
S32866,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Forte,2026,19,31427,27626,95.3,301,0
S32924,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,WRX,2026,19,38173,34112,96.1,311,2
S32116,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,19,49975,43740,101.1,84,0
S32154,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Highlander,2026,19,32926,30903,102.8,190,0
S31768,Summit Auto Group,Summit BMW,new,BMW,X1,2026,19,78645,68745,104.5,155,2
S31789,Summit Auto Group,Summit BMW,new,BMW,X3,2026,19,46254,44335,94.6,246,0
S30752,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Tahoe,2026,19,46538,44152,93.6,313,1
S30840,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Malibu,2026,19,31931,28244,93.8,547,0
S30595,Summit Auto Group,Summit Ford Rivera,new,Ford,F-150,2026,19,46173,43455,104.5,46,1
S30611,Summit Auto Group,Summit Ford Rivera,new,Ford,Mustang,2026,19,37037,32040,101.5,33,1
S30262,Summit Auto Group,Summit Honda Westland,used,Honda,HR-V,2019,19,23450,20518,93.1,123,0
S30322,Summit Auto Group,Summit Honda Westland,used,Jeep Ram,Ram 2500,2025,19,18902,16462,105.6,38,1
S30349,Summit Auto Group,Summit Honda Westland,new,Honda,Pilot,2026,19,28047,26932,93.5,164,0
S31541,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Wrangler,2026,19,35137,32961,96.8,144,0
S31650,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Wrangler,2021,19,22065,19433,105.0,174,1
S31320,Summit Auto Group,Summit Mazda Lakeside,used,Toyota,Camry,2020,19,29326,27147,102.9,387,2
S31354,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-30,2026,19,32830,29512,97.6,183,5
S31358,Summit Auto Group,Summit Mazda Lakeside,used,Mazda,CX-30,2019,19,27393,25645,99.4,246,0
S30887,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,19,35428,31755,95.2,246,2
S30982,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Frontier,2026,19,46372,41116,94.9,137,0
S31005,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Sentra,2021,19,19033,16882,104.3,63,1
S31390,Summit Auto Group,Summit Subaru Northgate,used,Subaru,Forester,2025,19,21205,20165,95.3,78,2
S31405,Summit Auto Group,Summit Subaru Northgate,used,Subaru,WRX,2020,19,30497,29376,95.2,227,0
S31421,Summit Auto Group,Summit Subaru Northgate,used,Subaru,Outback,2019,19,30672,29640,93.8,350,2
S31464,Summit Auto Group,Summit Subaru Northgate,used,BMW,X5,2025,19,25079,23722,104.7,356,2
S30213,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tundra,2025,19,21946,19235,104.1,115,1
S30228,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,RAV4,2022,19,30533,27312,94.5,21,5
S30237,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Tacoma,2026,19,30777,28654,104.4,261,0
S31691,Summit Auto Group,Summit Volkswagen Eastdale,used,Ford,Maverick,2020,19,32026,30952,95.0,114,1
S33178,Harbor Motor Group,Harbor BMW,used,Honda,Civic,2025,18,37991,35656,104.6,236,1
S33205,Harbor Motor Group,Harbor BMW,used,BMW,i4,2022,18,49479,47733,96.0,92,0
S33264,Harbor Motor Group,Harbor BMW,new,BMW,3 Series,2026,18,71902,65014,96.1,260,3
